h0dn_row_1based	name	h0dn_m_b	h0dn_err_m_b	h0dn_zhel	h0dn_zcmb	catalog_only_classification	catalog_candidate_count	catalog_candidate_official_rows_1based	covariance_diagonal_used_for_mapping	final_dependency_classification	candidate_count	candidate_official_rows_1based	match_status	official_row_1based	official_CID	IDSURVEY	survey_label	official_m_b_corr	official_m_b_corr_err_DIAG	official_STAT_SYS_diagonal_sqrt	official_zHEL	official_zCMB	delta_m_b	delta_err_m_b	delta_err_m_b_role	delta_zhel	delta_zcmb
264	17366	19.632999999999999	0.090510999999999994	0.13929	0.13811000000000001	CATALOG_ONLY_UNIQUE	1	799	NO	CATALOG_ONLY_UNIQUE	1	799	UNIQUE_MATCH	799	17366	1	SDSS	19.6327	0.125613	0.09051077283948028	0.13929	0.13811000000000001	0.00029999999999930083	2.271605197140536e-07	POST_MAPPING_DIAGNOSTIC	0	0
265	15171	19.696999999999999	0.11342000000000001	0.13919999999999999	0.13818	CATALOG_ONLY_UNIQUE	1	800	NO	CATALOG_ONLY_UNIQUE	1	800	UNIQUE_MATCH	800	15171	1	SDSS	19.697299999999998	0.157441	0.11341560739157552	0.13919999999999999	0.13818	0.00029999999999930083	4.3926084244833019e-06	POST_MAPPING_DIAGNOSTIC	0	0
266	190340	19.77	0.087578000000000003	0.1396	0.13824	CATALOG_ONLY_UNIQUE	1	801	NO	CATALOG_ONLY_UNIQUE	1	801	UNIQUE_MATCH	801	190340	15	PS1MD	19.7699	0.121281	0.087577965265242377	0.1396	0.13824	9.9999999999766942e-05	3.4734757625720647e-08	POST_MAPPING_DIAGNOSTIC	0	0
267	20084	19.786999999999999	0.23000999999999999	0.13972999999999999	0.13833999999999999	CATALOG_ONLY_UNIQUE	1	802	NO	CATALOG_ONLY_UNIQUE	1	802	UNIQUE_MATCH	802	20084	1	SDSS	19.787099999999999	0.31794	0.23001193447297469	0.13972999999999999	0.13833999999999999	9.9999999999766942e-05	1.9344729746961775e-06	POST_MAPPING_DIAGNOSTIC	0	0
268	090275	19.768000000000001	0.10305	0.14000000000000001	0.13958999999999999	CATALOG_ONLY_UNIQUE	1	805	NO	CATALOG_ONLY_UNIQUE	1	805	UNIQUE_MATCH	805	090275	15	PS1MD	19.7683	0.14324500000000001	0.10304731922762474	0.14000000000000001	0.13958999999999999	0.00029999999999930083	2.6807723752658719e-06	POST_MAPPING_DIAGNOSTIC	0	0
269	1794	19.923999999999999	0.1305	0.14191000000000001	0.14069999999999999	CATALOG_ONLY_UNIQUE	1	806	NO	CATALOG_ONLY_UNIQUE	1	806	UNIQUE_MATCH	806	1794	1	SDSS	19.924499999999998	0.182028	0.13050103447865843	0.14191000000000001	0.14069999999999999	0.00049999999999883471	1.0344786584293164e-06	POST_MAPPING_DIAGNOSTIC	0	0
270	340229	19.788	0.15390999999999999	0.14199999999999999	0.14108000000000001	CATALOG_ONLY_UNIQUE	1	808	NO	CATALOG_ONLY_UNIQUE	1	808	UNIQUE_MATCH	808	340229	15	PS1MD	19.787700000000001	0.210706	0.15391484658732568	0.14199999999999999	0.14108000000000001	0.00029999999999930083	4.8465873256908765e-06	POST_MAPPING_DIAGNOSTIC	0	0
271	2635	19.794	0.11328000000000001	0.14369999999999999	0.14310999999999999	CATALOG_ONLY_UNIQUE	1	810	NO	CATALOG_ONLY_UNIQUE	1	810	UNIQUE_MATCH	810	2635	1	SDSS	19.794	0.15831600000000001	0.1132772263078506	0.14369999999999999	0.14310999999999999	0	2.7736921494048161e-06	POST_MAPPING_DIAGNOSTIC	0	0
272	17497	19.823	0.12089	0.14479	0.14388000000000001	CATALOG_ONLY_UNIQUE	1	813	NO	CATALOG_ONLY_UNIQUE	1	813	UNIQUE_MATCH	813	17497	1	SDSS	19.822600000000001	0.16844400000000001	0.12088875051054171	0.14479	0.14388000000000001	0.00039999999999906777	1.2494894582881777e-06	POST_MAPPING_DIAGNOSTIC	0	0
273	8921	19.763000000000002	0.16972000000000001	0.14538999999999999	0.14410000000000001	CATALOG_ONLY_UNIQUE	1	814	NO	CATALOG_ONLY_UNIQUE	1	814	UNIQUE_MATCH	814	8921	1	SDSS	19.763000000000002	0.23944199999999999	0.16972144826155591	0.14538999999999999	0.14410000000000001	0	1.4482615559030521e-06	POST_MAPPING_DIAGNOSTIC	0	0
274	13796	19.713999999999999	0.12094000000000001	0.1487	0.14729	CATALOG_ONLY_UNIQUE	1	819	NO	CATALOG_ONLY_UNIQUE	1	819	UNIQUE_MATCH	819	13796	1	SDSS	19.714200000000002	0.16966800000000001	0.12093911691425566	0.1487	0.14729	0.0002000000000030866	8.8308574434925458e-07	POST_MAPPING_DIAGNOSTIC	0	0
275	14024	19.881	0.13400999999999999	0.14881	0.14759	CATALOG_ONLY_UNIQUE	1	820	NO	CATALOG_ONLY_UNIQUE	1	820	UNIQUE_MATCH	820	14024	1	SDSS	19.881	0.18684500000000001	0.13401082045864804	0.14881	0.14759	0	8.2045864804869417e-07	POST_MAPPING_DIAGNOSTIC	0	0
276	180166	19.908000000000001	0.1201	0.14749999999999999	0.14757000000000001	CATALOG_ONLY_UNIQUE	1	821	NO	CATALOG_ONLY_UNIQUE	1	821	UNIQUE_MATCH	821	180166	15	PS1MD	19.908000000000001	0.168022	0.12010412149464314	0.14749999999999999	0.14757000000000001	0	4.1214946431417099e-06	POST_MAPPING_DIAGNOSTIC	0	0
277	13736	19.908000000000001	0.12313	0.15021000000000001	0.14882000000000001	CATALOG_ONLY_UNIQUE	1	825	NO	CATALOG_ONLY_UNIQUE	1	825	UNIQUE_MATCH	825	13736	1	SDSS	19.907599999999999	0.172844	0.12313090594972491	0.15021000000000001	0.14882000000000001	0.00040000000000262048	9.0594972490531944e-07	POST_MAPPING_DIAGNOSTIC	0	0
